id,title,href,text,date_time,source_site,views
510,Путин подписал закон о кредитных каникулах для мобилизованных,https://www.rbc.ru/finances/07/10/2022/633fe6ce9a79473bd0956841,"Президент России Владимир Путин подписал закон о кредитных льготах для некоторых категорий военнослужащих. Согласно документу, на кредитные каникулы или уменьшение размеров ежемесячных платежей могут рассчитывать мобилизованные, участвующие в спецоперации на Украине контрактники, добровольцы и члены их семей.Обязательства таких заемщиков по кредитам приостанавливаются на срок, на который был заключен контракт, либо на период участия в спецоперации плюс 30 дней. Этот период может продлеваться на период госпитализации военных из-за травм, полученных во время участия в спецоперации.Обратиться за отсрочкой платежей можно не позднее 31 декабря 2023 года, а дата начала льготного периода определяется самим заемщиком (но она не может быть установлена раньше даты объявления мобилизации — 21 сентября).Кредитор, получивший заявление от заемщика, обязан рассмотреть его не более чем за десять дней.Если военнослужащий умирает во время выполнения задач спецоперации или если его признают инвалидом I группы из-за полученных в ходе военных действий травм, его обязательства по кредитному договору прекращаются, указано в документе.Госдума приняла закон о кредитных каникулах для мобилизованных 28 сентября, Совфед — 4 октября. Авторы проекта — сенаторы Андрей Турчак, Андрей Клишас, Николай Журавлев, Ирина Рукавишникова и несколько депутатов.","07 окт, 11:48",RBC,69275
511,ЕС подтвердил способ разморозить зависшие из-за санкций активы россиян,https://www.rbc.ru/finances/07/10/2022/633f05349a79470394be27aa,"Компетентные органы государства — члена Евросоюза (например, регуляторы, министерства финансов) могут разрешить разморозку денежных средств или активов, принадлежащих Национальному расчетному депозитарию (НРД), говорится в публикации о восьмом пакете санкций в отношении России в официальном журнале Евросоюза.ЕС также допускает «предоставление средств и экономических ресурсов» российскому депозитарию, но на условиях, «которые компетентные органы сочтут целесообразными». Европейская комиссия подчеркивает, что предоставление средств и активов возможно, только если целью служит завершение операций, контрактов и других соглашений, заключенных с НРД до 3 июня текущего года (в тот день в отношении НРД были введены санкции ЕС). Провести все операции с российским депозитарием иностранным контрагентам необходимо до 7 января 2023 года.«Государство-член [Евросоюза] должно информировать другие государства-члены и комиссию о любом разрешении, предоставленном в соответствии с настоящим пунктом в течение двух недель с момента получения разрешения», — указывает Европейская комиссия.Почему активы россиян оказались замороженыТрудности с проведением операций с иностранными бумагами стали возникать у российских инвесторов еще в начале марта. Из-за санкций против финансового сектора России международные депозитарии остановили работу с ее контрагентами, сославшись на необходимость получения дополнительных разъяснений от регуляторов.В начале июня НРД был внесен в санкционный список ЕС. Это привело к окончательному разрыву взаимоотношений депозитария с его иностранными контрагентами, в результате чего ценные бумаги российских инвесторов, а также начисляемые по ним выплаты оказались недоступны. Позднее под санкции США также попал руководитель депозитария Виктор Жидков.По оценке Банка России, из-за «поломки моста» между НРД и держателями иностранной финансовой инфраструктуры были заблокированы активы 5 млн человек. В результате только на счетах бельгийского клиринга Euroclear зависло €72 млрд. В начале августа НРД обратился в суд ЕС в Люксембурге с требованием отменить санкции.Что значат для инвесторов разъяснения ЕСНа возможность владельцев ценных бумаг, «зависших» в НРД, получить разрешение на разблокирование уже указывала в своих рекомендациях Европейская комиссия, напоминает партнер коллегии адвокатов Pen & Paper Антон Именнов. «Сейчас на такую возможность прямо указано в юридически обязательном акте», — заключает он.Ранее на сайте высшего исполнительного органа власти ЕС были опубликованы разъяснения, содержащие условия разморозки активов россиян. Во-первых, НРД не должен был получать от таких сделок какую-либо экономическую выгоду; во-вторых, они должны быть согласованы регуляторами стран, где зарегистрированы иностранные контрагенты НРД, говорилось в разъяснениях. В ответ на это российский депозитарий отменил комиссии за ряд операций с западными ценными бумагами.Поскольку НРД работал с двумя европейскими депозитариями — бельгийским Euroclear и люксембургским Clearstream, обращаться нужно к властям именно этих двух стран, продолжает Именнов. «Например, органом власти Бельгии, уполномоченным рассматривать заявления о выдаче лицензий, является Бельгийская федеральная государственная финансовая служба (Belgian Federal Public Service Finance)», — уточняет собеседник РБК.Но ценные бумаги, учитываемые на счетах НРД и замороженные Euroclear, строго говоря, не принадлежат НРД, обращает внимание партнер мультисемейного офиса ITS WM Игорь Кузнец (в документе содержится именно формулировка «активы, принадлежащие» НРД). «Хочется надеяться, что «сделать доступными активы или экономические ресурсы НРД» включает в себя возможность переставить замороженные активы в иной депозитарий, удалив из цепочки НРД и предоставив собственникам доступ к своим активам», — отмечает он.Обращаться в компетентные органы должно лицо, права которого нарушены, полагает партнер, руководитель санкционной практики адвокатского бюро «А-ПРО» Екатерина Макеева. С учетом позиции ЕС депозитарий не сможет выступать в процессе как собственник активов, но может взять на себя роль представителя интересов инвесторов при подаче коллективного обращения, рассуждает эксперт. Кроме того, у НРД есть договор с Euroclear, по которому обязательства выполняются именно перед НРД, напоминает Макеева. «Так что требования от лица НРД тоже, скорее всего, возможны, только они будут носить обязательственный, а не имущественный характер», — считает она.Рассматриваемая норма не содержит каких-либо ограничений действия по кругу лиц, поэтому обратиться за разрешением может любое заинтересованное лицо, не согласен Именнов. «Такими лицами могут быть не только НРД и российские брокеры, но и держатели ценных бумаг. На практике последние и обращаются обычно за лицензиями», — говорит эксперт.Получить разрешение на перевод замороженных активов российских инвесторов пытается, например, брокер «Открытие Инвестиции». Он обратился в Государственный секретариат Швейцарии по экономическим вопросам (State Secretariat for Economic Affairs, подразделение Министерства экономики) за лицензией на осуществление перевода активов неподсанкционных клиентов из швейцарского Credit Suisse. Но новые пояснения Европейской комиссии не применимы к этому кейсу, потому что Швейцария не входит в ЕС. Впрочем, страна может поддержать решение комиссии, как это было с введением санкций в отношении НРД.","07 окт, 06:00",RBC,149061
512,Более 45 тыс. россиян открыли счета в банках Грузии с начала спецоперации,https://www.rbc.ru/finances/06/10/2022/633f0fa99a794706c63d9523,"Более 45 тыс. российских граждан открыли счета в коммерческих банках Грузии с начала спецоперации на Украине, до 31 августа. К этой дате число россиян со счетами в частных грузинских банках достигло 60 тыс., свидетельствуют данные грузинской неправительственной организации IDFI (Институт развития свободы информации). На публикацию обратил внимание Frank Media.В августе на счетах россиян в Грузии в общей сложности было 1,88 млрд лари (более $670 млн). До начала конфликта на Украине эта сумма была на 1,2 млрд лари меньше. Большая часть средств (53%) — вклады до востребования, 26% — срочные, 21% лежит на текущих счетах. 72% вкладов — в долларах (в российских рублях — 0,06%).С 24 февраля по 31 августа 19 зарегистрированных в России юридических лиц открыли счета в банках Грузии.Приток россиян не повлиял на сумму кредитов, которые россияне берут в стране, отмечает IDFI. С марта по август она составила 482,8 млн лари — это на 6% меньше, чем за аналогичный период прошлого года. Количество займов при этом увеличилось на 1,1 тыс.По данным Росстата на 5 сентября, с начала года из России выехали 419 тыс. человек (миграционный отток составил 96 тыс. против прироста на 114 тыс. в прошлом году). При этом МВД Грузии сообщало, что только за август и только в эту страну приехали 260 тыс. россиян.Отток граждан усилился после объявления 21 сентября частичной мобилизации. С 17 по 26 сентября в Грузию въехали около 78 тыс. россиян (при этом за весь июнь этот показатель составил 90 тыс.), выехали — более 62 тыс.","06 окт, 21:04",RBC,33522
513,Банки впервые с мая замедлили выдачу кредитов,https://www.rbc.ru/finances/06/10/2022/633e9cc19a79475f00b00f69,"Объем выданных розничных кредитов россиянам в сентябре 2022 года повысился всего на 3,85%. Все сегменты, кроме ипотеки, показали снижение, и только ее рост компенсировал просадку, следует из данных аналитической компании Frank RG, поступивших в РБК.Как банки сократили кредитование населенияВ конце февраля, после начала российской специальной военной операции на Украине, введения жестких западных санкций и резкого роста снятия наличных, Центробанк поднял ключевую ставку на 10,5 п.п., до рекордных 20% годовых. Решение ЦБ привело к резкому охлаждению розничного кредитования: банки вслед за ЦБ повысили ставки по кредитам или вовсе приостанавливали выдачи из-за повышенной неопределенности. С тех пор на фоне снижения ключевой ставки ЦБ (сейчас 7,5%) выдачи постепенно восстанавливались: в августе они выросли до 1,093 млрд руб., почти достигнув показателей февраля и превысив уровни января. А по итогам сентября их объем стал максимальным с декабря прошлого года.С чем связана динамика выдачи кредитов в сентябре«Сохранение объема выдач ипотечных кредитов обусловлено получением денежных средств по ранее одобренным заявкам. По остальным типам кредитов снижение обусловлено текущими событиями, потребители стали осторожнее относиться к принятию новых долговых обязательств и зачастую отказываются или откладывают приобретение дорогостоящих товаров. В ближайшие несколько месяцев мы ожидаем, что на фоне ужесточения риск-политик банков выдачи будут снижаться месяц к месяцу. Не исключаем и роста полной стоимости кредитов по вновь выдаваемым продуктам (в том числе за счет роста стоимости страхования)», — говорит директор банковских рейтингов Национального рейтингового агентства Константин Бородулин.По мнению управляющего директора рейтингового агентства НКР Михаила Доронкина, в сентябре снизилось влияние отложенного спроса, который обеспечивал высокие темпы роста розничного сегмента в летние месяцы. «Дополнительным фактором, прежде всего в необеспеченном кредитовании, могла стать объявленная мобилизация, которая отразилась на спросе и могла потребовать ужесточение риск-политик банков. Ипотека, как правило, реагирует на внешние шоки с некоторым лагом, и, скорее всего, мы увидим замедление в октябре», — прогнозирует эксперт. При этом ипотека продолжает поддерживаться льготными программами, что обеспечивает более высокую устойчивость данного сегмента, напоминает Доронкин. В условиях «возросшего негативного фона» можно ожидать замедления всех сегментов розничного кредитования до конца года, оценивает он.","06 окт, 17:41",RBC,8097
514,"ФТС сообщила, что россияне стали чаще незаконно вывозить деньги за рубеж",https://www.rbc.ru/finances/06/10/2022/633e2f019a79473cdee00dd1,"С момента объявления частичной мобилизации россияне в два раза чаще пытались незаконно вывезти деньги из России. Об этом пишет газета «Известия» со ссылкой на Федеральную таможенную службу (ФТС).«Рост числа нарушений связан с увеличением пассажиропотока. Также повлияла невозможность осуществления денежных переводов через банки и использования российских карт в ряде стран в связи с принятыми ими мерами недружественного характера», — рассказали изданию в службе.За период с 20 по 30 сентября служба выявила 557 случаев нелегального вывоза наличных денег через границу, что на 93% больше, чем за аналогичный период 2021 года. Россияне не декларировали либо недостоверно указывали сумму провозимых денег.Помимо этого, каждое второе нарушение (213) было связано с запретом о вывозе из страны иностранной валюты свыше $10 тыс.В результате было возбуждено 549 административных дел и 11 уголовных дел, подчеркнули в ФТС. Общая сумма нелегально перевозимых денег составила 160,5 млн руб., что на 63% больше, чем в аналогичном периоде 2021 года.Более 50% дел приходится на нарушения по незаконному вывозу рублей. Вторыми по популярности незаконно перемещаемыми валютами стали евро и доллары США.По данным службы, чаще всего россияне незаконно вывозили средства в Турцию, ОАЭ, Узбекистан и Таджикистан.Старший партнер адвокатского бюро «Афанасьев, Узденский и партнеры» Сергей Узденский напомнил изданию, что за недекларирование или недостоверное указание данных предусмотрена административная ответственность по ст. 16.4 КоАП в виде штрафа от одной второй до двукратной суммы не указанных средств либо их конфискация.Провоз денег в крупном и особо крупном размере наказывается по ст. 200.1 УК России. За это в зависимости от тяжести преступления предусматривается штраф от трехкратной до 15-кратной суммы, а также принудительные работы или ограничение свободы сроком до четырех лет.В начале октября опрос ВЦИОМа в рамках совместного проекта с РБК показал, что большинство россиян — 88% — не хотели бы иметь счет в зарубежном банке для хранения своих средств.Утвердительно на вопрос о желании хранить деньги на счете зарубежной кредитной организации ответили лишь 9%. При этом больше всего такая перспектива привлекает молодежь до 25 лет.","06 окт, 04:31",RBC,25887
515,Глава Минфина Турции сообщил о поиске альтернативы системе «Мир»,https://www.rbc.ru/rbcfreenews/633d744e9a79470d8f112780,"Турция ищет альтернативу российской платежной системе «Мир», сообщил министр казначейства и финансов Нуреддин Небати, передает издание Finans Gündem.«Ведется работа по поиску альтернативы системе «Мир», мы объявим, когда она будет завершена», — сказал Небати.23 сентября президент Турции Реджеп Тайип Эрдоган говорил, что проведет совещание и обсудит с министрами эту тему.Как рассказывал позже «Известиям» директор Российско-турецкого делового совета (РТДС) Алексей Егармин, Анкара в качестве альтернативы работе с картами «Мир» предложила России создание отдельного банка. Также Турция предлагала использовать вместо карт «Мир» свою национальную платежную систему Troy, писала газета Aydinlik.Поиск альтернатив российским картам «Мир» начался после того, как турецкие банки стали отказываться от обслуживания карт из-за предупреждения США. В середине сентября Минфин США пригрозил ввести вторичные санкции против иностранных банков, которые продолжают сотрудничать с российской платежной системой вопреки санкциям Вашингтона.О сложностях с обслуживанием карт «Мир» в Турции оператор платежной системы начал сообщать еще в июне. Позже несколько крупных банков страны объявили, что не будут принимать карты «Мир», опасаясь вторичных санкций США.","05 окт, 16:46",RBC,18056
516,Часть европейских банков отказалась обслуживать UnionPay из России,https://www.rbc.ru/finances/05/10/2022/633d16139a7947e7efe13841,"Россияне, использующие банковские карты китайской платежной системы UnionPay, сталкиваются с проблемами при попытках снять наличные в европейских банках, в том числе из-за решения финансовых организаций, которые опасаются западных санкций, сообщают «Известия».О проблемах с картами UnionPay сообщали пользователи в Чехии, Испании, Финляндии и на Кипре.Так, например, карты китайской платежной системы теперь не принимают в чешском KB Bank, хотя еще пару недель назад они работали, сообщили газете в call-центре банка. По словам сотрудника call-центра, это не зависит от страны выпуска карты. В то же время другой банк Чехии — Ceska Sporitelna — по-прежнему принимает российские карты UnionPay, подтвердили в банке газете.Проблемы с выдачей наличных с карт UnionPay возникали у владельцев карт китайской системы и в Испании. Чаще всего пользователи сообщали об отказе в выдаче наличных в банкоматах Euronet, Kutxabank и ING.Один из владельцев российской карты UnionPay рассказал РБК, что сеть Euronet уже месяца два не принимает карты UnionPay, выпущенные в России. В то же время, по его словам, есть банкоматы, которые продолжают обслуживать карты китайской платежной системы, например, CashZone. Оплата товаров картами UnionPay в Испании, по его словам, и раньше была возможна только в самых туристических местах.При этом один из пользователей сообщил «Известиям», что еще 28 сентября банкомат Euronet выдал ему деньги с карты, а 1 октября уже нет.В Euronet газете подтвердили, что теперь отказывают в обслуживании карт UnionPay, выпущенных российскими и белорусскими банками из-за правил международных платежных систем и регулирующих органов США и ЕС. Там уточнили, что ограничения коснулись российских и белорусских кредитных организаций, однако точный список не предоставили.Жаловались владельцы UnionPay в Испании на проблемы с выдачей наличных и через банкоматы Euro Automatic Сash, Cash Zone и Bankiter. С отдельными случаями отказа приема карт UnionPay россияне также сталкивались в ATM Sabadell. Однако в call-центре банка «Известиям» сообщили, что финансовая организация работает с китайской платежной системой.Жаловались на сбои при приеме карт UnionPay банкоматами сети JCC и на Кипре. Однако в call-центре компании «Известиям» сообщили, что продолжают работать с картами китайской платежной системы, в том числе выпущенными российскими банками. В то же время финансовая организация недавно ввела технические ограничения на снятие наличных — выполнить несколько операций подряд невозможно, между ними должно пройти не менее нескольких часов. Количество наличных, которые можно снять в банкомате, ограничено €1,4 тыс. в день, уточнили в call-центре.Сообщала о планах приостановить с 3 октября обслуживание UnionPay и финская компания Nokas CMS, которой принадлежат банкоматы Nosto. Это решение было связано с наплывом российских туристов, которые снимают наличные в банкоматах и таким образом «опустошают» их «в течение нескольких часов». С 29 сентября Финляндия перестала пускать туристов из России.","05 окт, 09:54",RBC,30544
517,Aydinlik узнал о предложении Турцией своей системы платежей вместо «Мира»,https://www.rbc.ru/finances/05/10/2022/633cfc1f9a7947e28bc6c40e,"Турция предложила использовать вместо карт «Мир» свою национальную платежную систему Troy, пишет газета Aydinlik со ссылкой на источники.По ее данным, центральные банки двух стран обсуждают этот вопрос.Troy была запущена в 2016 году для увеличения объемов безналичных транзакций в Турции. Как пишет Aydinlik, по данным на март, в обращении находились более 12 млн пластиковых карт Troy.Альтернатива «Миру» понадобилась после того, как пять турецких банков, принимавших эти российские карты, перестали с ними работать из-за угрозы американских санкций.В конце сентября газета Sabah сообщала об идее «билетной» карты на замену «Миру», которую россияне могли бы приобретать с покупкой пакетных туров. По данным издания, такой вариант прорабатывают туристические организации. Предполагается, что «билетной» картой можно будет воспользоваться в ресторанах, магазинах, местах развлечений, а туроператор будет переводить потраченные туристами деньги организациям.Директор Российско-турецкого делового совета (РТДС) Алексей Егармин также утверждал, что Турция предложила создать отдельный банк для проведения операций с картами «Мир», который не будет под угрозой санкций США и ЕС. «Возможно, это будет специальный банк либо специальная система на основе расчетов в блокчейне или закрытый клиринг. Возможно — обособленный центр для расчетов», — допускал Егармин.","05 окт, 06:56",RBC,36875
518,Доллар впервые проиграл юаню по объему торгов в России за день,https://www.rbc.ru/finances/05/10/2022/633c15af9a7947a5e9cf9f25,"Объем торгов в паре юань/рубль с расчетами «завтра» 3 октября достиг 70,3 млрд руб., по этому инструменту было совершено 64,9 тыс. сделок, свидетельствуют данные Мосбиржи. В паре доллар/рубль объем и количество сделок составили 68,2 млрд руб. и 29,5 тыс. соответственно. Таким образом, по итогам торгового дня юань впервые стал самой популярной валютой на Мосбирже, показывают исторические данные площадки. Торги в паре евро/рубль юань тоже обогнал (их объем составил всего 47,5 млрд руб.) — но, в отличие от доллара, не впервые.4 октября тренд продолжился. К окончанию торговой сессии объем торгов по рублю с долларом составил 59,4 млрд руб. (21,5 тыс. сделок), с юанем — 63,9 млрд руб. (46 тыс.), а с евро — лишь 47,3 млрд руб. (18,5 тыс.). Ранее пара юань/рубль обгоняла по объемам доллар только в ходе торгового дня, а не по его итогам. Например, такой случай был зафиксирован на бирже 18 августа.Еще 30 сентября общий дневной объем торгов в паре доллар/рубль достигал 120 млрд руб., а днем ранее превышал 135 млрд руб. Тогда рынок был взволнован из-за анонсированных The Wall Street Journal возможных санкций против Национального клирингового центра (НКЦ), которые в теории могут привести к остановке торгов долларом (на прошлой неделе США вводить их не стали). Кроме того, смена валюты — лидера рынка произошла на фоне новостей о предложении Банка России внести изменения в методологию формирования официального курса валют к рублю, что вновь подняло вопрос о рисках остановки биржевых торгов.На фоне отсутствия санкций против биржевой инфраструктуры объем торгов в паре доллар/юань, который еще на прошлой неделе достигал рекордных 61,2 млрд руб., сократился почти в 12 раз. По итогам 3 октября в этой паре было совершено чуть больше 2 тыс. сделок на общую сумму 5,3 млрд руб.Значительный рост интереса к биржевым торгам юанем ранее отмечали в Банке России. В августе физлица купили на бирже китайской валюты на 39 млрд руб., указывал регулятор в сентябрьском обзоре рисков финансовых рынков. По оценке ЦБ, в августе доля юаня на биржевом рынке достигла 26%, в то время как еще в апреле она составляла 6%. На внебиржевом рынке доля китайской валюты увеличилась до 17% (в апреле — 4%) от оборота торгов по всем валютным парам.В интервью РБК замминистра финансов Алексей Моисеев заявлял, что доллар «однозначно стал токсичной валютой» и больше не нужен России. Основная альтернатива — юань: «Потому что там и рынок большой, и курс стабильный, во всяком случае, по отношению к курсу доллара». Помимо китайской валюты также интересен дирхам (нацвалюта Объединенных Арабских Эмиратов), указывал Моисеев. Запуск торгов дирхамом Мосбиржа анонсировала еще в июне, но до сих пор этот процесс находится на стадии проработки.Закрепится ли юань в статусе лидераТот факт, что объем торгов юанем превысил объем торгов долларом, скорее говорит о падении интереса к доллару, чем о росте интереса к юаню, считает ведущий аналитик отдела глобальных исследований «Открытие Инвестиции» Олег Сыроваткин. «70 млрд руб., проторгованные вчера в юане, — это вполне средний объем по нынешним временам», — указывает эксперт. Согласно данным Мосбиржи, среднедневной объем торгов в паре рубль/юань в сентябре составил около 60 млрд руб., а в отдельные дни превышал 100 млрд руб. Сыроваткин ожидает, что в дальнейшем объем торгов в паре доллар/рубль продолжит снижаться, а в паре юань/рубль — расти.Ожидания блокировки торгов долларом и евро приводят к тому, что инвесторы спешат продать и перевести средства в юань, констатирует аналитик ФГ «Финам» Александр Потавин. В конце сентября активный переход в китайскую валюту наблюдался в паре доллар/юань, где рекордно выросли торги. Но, поскольку в последнем пакете санкций не оказалось Национального клирингового центра, тема покупки юаней за доллары в начале октября перестала быть актуальной, торговый оборот здесь резко снизился, говорит Потавин.В паре юань/рубль тенденция к увеличению оборотов сохраняется. Потавин отмечает рост предложения китайской валюты со стороны дочерних иностранных банков, а также со стороны нефинансовых организаций. «Все это указывает на то, что в России юань становится все более популярной иностранной валютой и для бизнеса, и для населения», — делает вывод эксперт. Он допускает, что через какое-то время именно китайский юань станет основной торговой валютой на российском внутреннем рынке.","05 окт, 00:06",RBC,18640
519,Более 20 специалистов «Тинькофф» подали против банка коллективный иск,https://www.rbc.ru/finances/04/10/2022/633b04bb9a79475ae5a91be3,"Против Тинькофф Банка 22 его работника подали коллективный иск, чтобы через суд признать трудовыми заключенные с банком договоры гражданско-правового характера (ГПХ). Причиной иска, со слов истцов, стала систематическая невыплата с этой весны части зарплат работникам — представителям банка, которые развозят клиентам карты, документы, оформляют банковские продукты и т.п. РБК ознакомился с иском, переданным в суд во вторник, 4 октября. Его подлинность подтвердил представитель инициативной группы, которая готовила обращение.Официальный представитель Тинькофф Банка, в свою очередь, сообщил РБК, что «с марта по май 2022 года нагрузка и сложность встреч для представителей снизились — это связано с объективными причинами и кризисными явлениями в экономике, в результате которых финансовые организации снизили объемы кредитования населения».Позиции сторонИстцы. Инициативная группа в заявлении утверждает, что с марта по август 2022 года не менее 3,5 тыс. представителей банка, работающих в «Тинькофф» по договору ГПХ, стали получать в среднем на 40% меньшие вознаграждения за тот же объем работы, что и раньше.В самом иске, поданном в Савеловский районный суд Москвы, об этом не говорится, но документ касается формата трудовых отношений работников с банком. Согласно иску «Тинькофф» заключил со своими сотрудниками договор присоединения на выполнение работ. В нем не был указан срок, на который он заключен, и не было оговорено получение конкретного результата от выполняемых работ. Оплата за выполненную работу производилась два раза в месяц в одни и те же промежутки времени на протяжении двух лет. При этом часть работников, выполняющих аналогичные функции, имеют оформленный трудовой договор с работодателем, указано в иске. Работа предусматривала штрафы за несоблюдение графика, использование рабочего времени для решения личных вопросов, несоблюдение политики информационной безопасности, отсутствие уведомлений об изменении анкетных данных и т.д., утверждают истцы.Как следует из документа, они просят суд установить факт трудовых отношений между истцами и банком с даты начала работы истцов, обязать банк заключить с работниками трудовые договоры, а также внести в их трудовые книжки записи о приеме на работу.Адвокат истцов Евгений Карякин рассказал РБК, что признание отношений трудовыми даст сотрудникам гарантии минимальной оплаты труда и лишит банк возможности штрафовать работников по итогам месяца, что приводит к существенному сокращению зарплат. «Готовя коллективный иск против «Тинькофф», мы намерены добиться справедливого и белого трудоустройства, всех социальных гарантий, больничных, декретов, отпусков. Наша цель — добиться полного упразднения договоров ГПХ для оформления трудовых отношений в Тинькофф Банке», — говорится в информационном канале инициативной группы работников банка.Банк. «Формат работы по договорам ГПХ обусловлен спецификой работы, которую выполняют представители, он дает возможность гибко и удобно взаимодействовать с банком, например выбирать удобное время работы. Такой порядок взаимодействия определен законом, мы открыто и прозрачно сообщаем о таком порядке сотрудничества нашим кандидатам», — сообщила РБК пресс-служба Тинькофф Банка.Это хорошо оплачиваемая работа, подчеркивают там: например, за февраль в Москве и Санкт-Петербурге средняя выплата составила свыше 70 тыс. руб., в других регионах — около 60 тыс. Лучшие представители (примерно 10%) за этот же период зарабатывали свыше 110 тыс. руб. в Москве и Петербурге и свыше 90 тыс. руб. в других регионах. Доход «зависит от количества проведенных встреч и их сложности (включает консультацию и продажу сложных продуктов), а также качества работы (пунктуальность, отзывы клиентов и прочее)».Конкретно с марта по май 2022 года «нагрузка и сложность встреч для представителей снизились — это связано с объективными причинами и кризисными явлениями в экономике, в результате которых финансовые организации снизили объемы кредитования населения», подчеркивают в банке и добавляют, что при этом «Тинькофф» не проводил никаких сокращений и дал возможность каждому представителю продолжить зарабатывать, «пусть и меньшие суммы из-за снизившейся по объективным причинам нагрузки».По оценке банка, доход представителей снизился на 20% в этот период, а чтобы поддержать его на домартовском уровне, пришлось бы сократить примерно 20% таких специалистов. Были технические проблемы с выплатами, но сейчас задолженностей перед сотрудниками нет, подчеркивает пресс-служба.«После успешного тестового периода банк поэтапно внедряет новую систему мотивации, замеры уровня удовлетворенности от работы представителей с новой системой демонстрируют высокие показатели, в новой мотивации выплата представителя отображается в ежедневном формате с точностью до рубля», — резюмируют в «Тинькофф». В банке ожидают, что с октября доходы представителей будут сопоставимы с февральским заработком, поскольку «осень — традиционно высокий период, когда число встреч представителей с клиентами растет, банк проводит большое количество стимулирующих акций и рекламных кампаний».Поможет ли судПо словам Карякина, практика, когда через суд работники признавали гражданско-правовой договор трудовым, достаточно распространена. «Но часто потерпевшим приходилось судиться в нескольких инстанциях и иногда даже доходить до Верховного суда. Здесь ключевым моментом является доказательство того, что отношения имели характер трудовых. Каждый судья толкует такие отношения по-своему. Для одного судьи одних доказательств будет достаточно, для другого — других», — объяснил юрист.Если данные физические лица имеют статус самозанятых или ИП, то заключение с ними ГПХ позволяет банку существенно экономить на социальных налогах, НДФЛ и на гарантированных трудовым законодательством выплатах, объясняет смысл договоров ГПХ управляющий партнер юридической компании «Иккерт и партнеры» Павел Иккерт: «Граждане не согласны с таким ущемлением их прав и, по сути, обратились в суд не с обязанием заключить с ними трудовой договор, а в целях его переквалификации в трудовой договор и, следовательно, в целях получения выплат, гарантированных при трудовых правоотношениях».В судебной практике есть примеры решений судов о переквалификации гражданско-правовых в трудовые отношения. Во многом эта практика сформирована в результате достаточно высокой исковой активности Фонда социального страхования (ФСС) — он через суд добивался доначисления взносов организациям, которые использовали гражданско-правовые договоры в целях сокращения расходов, возникающих у работодателя при заключении трудового контракта, добавляет партнер фирмы «Рустам Курмаев и партнеры» Дмитрий Горбунов.«Исходя из судебной практики по спорам, инициированным ФСС, можно заключить следующие признаки возникновения именно трудовых отношений. Во-первых, подрядчик/исполнитель выполняет возложенные на него договором обязательства на территории организации — в договорах закреплена трудовая функция, то есть работа, которая носит регулярный характер, предполагающий наличие определенной должности или специальности, а также квалификации, — эта функция выполняется лично исполнителем, без возможности субподряда. Во-вторых, наличие контроля со стороны заказчика непосредственно в процессе выполнения поставленной задачи, тогда как гражданско-правовые отношения предполагают в первую очередь контроль над качеством уже выполненных работ», — рассуждает Горбунов.Юрист считает, что даже если суд и признает эти правоотношения трудовыми, то удовлетворение требований иска в части заключения трудового договора все равно выглядит маловероятно. «Обязать работодателя заключить трудовой договор можно только в исключительных, предусмотренных законом случаях. Конструкций, позволяющих обязать его перевести значительную часть подрядчиков на трудовой договор, в действующем законодательстве просто нет», — говорит юрист. Он добавляет, что остается возможность обязать работодателя компенсировать недополученные подрядчиками доходы в прошлом, зачесть часть стажа подрядчиков за время их работы по ГПХ и доначислить суммы обязательных взносов в социальные фонды.","04 окт, 12:38",RBC,66006
